training_date,employee_id,training_category,training_hours,training_cost,completion_status
2023-12-31,EMP00046,Technical Skills,9.1,5706.88,Completed
2024-01-31,EMP00046,Cybersecurity,10.25,6567.63,Completed
2024-04-30,EMP00046,Leadership,13.5,28406.65,Completed
2024-07-31,EMP00046,Compliance,7.0,4832.96,Completed
2024-08-31,EMP00046,Leadership,2.93,5313.98,In Progress
2024-11-30,EMP00046,Leadership,14.79,17585.15,In Progress
2024-12-31,EMP00046,Data Literacy,10.23,12495.66,In Progress
2022-07-31,EMP00047,Leadership,16.31,21572.25,Completed
2022-09-30,EMP00047,Cybersecurity,16.83,33973.77,Completed
2022-10-31,EMP00047,Compliance,6.77,4319.94,Completed
2023-04-30,EMP00047,Communication,18.32,21920.13,Completed
2023-05-31,EMP00047,Technical Skills,7.78,16246.21,In Progress
2023-06-30,EMP00047,Leadership,3.89,3795.41,In Progress
2023-09-30,EMP00047,Leadership,23.11,46270.87,Completed
2023-11-30,EMP00047,Cybersecurity,2.97,4458.38,In Progress
2022-04-30,EMP00048,Compliance,4.66,4180.68,Completed
2022-05-31,EMP00048,Compliance,16.55,10209.85,Completed
2022-11-30,EMP00048,Cybersecurity,20.27,32636.28,Completed
2023-01-31,EMP00048,Technical Skills,15.06,25306.65,Completed
2023-02-28,EMP00048,Data Literacy,10.54,21922.87,Completed
2023-03-31,EMP00048,Technical Skills,2.88,4497.96,Completed
2023-12-31,EMP00048,Data Literacy,6.11,5587.15,Completed
2024-02-29,EMP00048,Technical Skills,5.24,4260.87,Completed
2024-04-30,EMP00048,Technical Skills,20.93,39389.43,Completed
2024-05-31,EMP00048,Data Literacy,15.93,23357.28,Completed
2024-10-31,EMP00048,Technical Skills,12.55,26593.71,Completed
2024-11-30,EMP00048,Data Literacy,13.47,18796.22,Completed
2024-12-31,EMP00048,Compliance,12.22,23106.78,In Progress
2023-11-30,EMP00049,Cybersecurity,7.9,8168.62,Completed
2023-12-31,EMP00049,Compliance,13.39,16850.82,Completed
2024-02-29,EMP00049,Cybersecurity,9.95,14610.99,Completed
2024-10-31,EMP00049,Technical Skills,4.7,8536.14,Dropped
2022-01-31,EMP00050,Data Literacy,14.55,14939.61,Completed
2022-02-28,EMP00050,Technical Skills,5.78,12405.26,Completed
2022-03-31,EMP00050,Communication,6.86,9159.54,Completed
2022-04-30,EMP00050,Cybersecurity,8.79,13426.02,Completed
2022-06-30,EMP00050,Compliance,6.51,10919.21,Completed
2022-09-30,EMP00050,Compliance,21.77,26278.8,In Progress
2022-12-31,EMP00050,Compliance,9.66,9955.54,In Progress
2023-03-31,EMP00050,Leadership,13.56,13671.63,Completed
2023-05-31,EMP00050,Leadership,15.66,23743.29,Completed
2023-08-31,EMP00050,Communication,14.18,16878.3,Completed
2023-12-31,EMP00050,Communication,4.99,5287.02,Completed
2022-03-31,EMP00051,Leadership,6.55,10215.89,Completed
2022-05-31,EMP00051,Leadership,6.74,12402.38,Completed
2022-09-30,EMP00051,Communication,22.01,44444.23,In Progress
2023-06-30,EMP00051,Data Literacy,10.45,12864.36,Completed
2023-08-31,EMP00051,Data Literacy,14.5,31677.89,Completed
2023-09-30,EMP00051,Cybersecurity,12.86,9361.45,Completed
2024-01-31,EMP00051,Leadership,11.55,11960.04,In Progress
2024-04-30,EMP00051,Data Literacy,13.13,16546.85,Completed
2024-07-31,EMP00051,Compliance,4.6,4494.62,In Progress
2024-08-31,EMP00051,Communication,20.69,21897.22,Completed
2024-09-30,EMP00051,Cybersecurity,2.19,3207.46,Completed
2024-11-30,EMP00051,Technical Skills,8.41,16397.21,Completed
2024-12-31,EMP00051,Leadership,23.92,17503.54,Completed
2022-03-31,EMP00052,Data Literacy,6.92,7293.09,Completed
2022-08-31,EMP00052,Leadership,8.21,9296.72,Completed
2022-11-30,EMP00052,Leadership,2.69,5285.6,Completed
2022-01-31,EMP00053,Data Literacy,12.9,13475.08,Completed
2022-06-30,EMP00053,Communication,2.98,3373.86,Completed
2022-08-31,EMP00053,Compliance,8.61,14148.71,Completed
2022-09-30,EMP00053,Communication,7.26,4382.14,Completed
2023-03-31,EMP00053,Technical Skills,22.48,39781.2,Completed
2023-06-30,EMP00053,Leadership,20.77,12572.6,Completed
2023-10-31,EMP00053,Data Literacy,19.7,36825.13,Completed
2024-03-31,EMP00053,Compliance,6.38,4256.37,Completed
2024-09-30,EMP00053,Compliance,16.63,36543.51,Completed
2022-12-31,EMP00054,Data Literacy,6.67,12543.57,Completed
2023-04-30,EMP00054,Compliance,7.92,5411.62,Completed
2023-08-31,EMP00054,Cybersecurity,4.79,8528.97,In Progress
2023-11-30,EMP00054,Communication,23.42,29473.34,Completed
2023-12-31,EMP00054,Data Literacy,12.95,28030.34,Completed
2024-11-30,EMP00054,Compliance,8.15,10447.03,Completed
2022-07-31,EMP00055,Leadership,9.2,15671.47,Completed
2022-08-31,EMP00055,Compliance,17.86,22856.48,Completed
2022-11-30,EMP00055,Technical Skills,11.48,17218.81,Completed
2023-07-31,EMP00055,Data Literacy,14.82,30821.12,Completed
2023-09-30,EMP00055,Technical Skills,7.15,4807.14,Completed
2023-10-31,EMP00055,Communication,6.96,5673.96,Completed
2023-12-31,EMP00055,Technical Skills,17.06,34608.61,Completed
2024-01-31,EMP00055,Technical Skills,17.39,15058.05,Completed
2024-03-31,EMP00055,Technical Skills,22.38,42013.6,In Progress
2024-09-30,EMP00055,Data Literacy,5.0,4426.48,Completed
2024-11-30,EMP00055,Cybersecurity,15.94,11608.32,Completed
2024-12-31,EMP00055,Cybersecurity,17.2,34066.62,Completed
2024-03-31,EMP00056,Cybersecurity,4.53,9344.55,Completed
2024-12-31,EMP00057,Compliance,20.07,37254.41,Completed
2022-02-28,EMP00058,Data Literacy,19.13,40650.65,In Progress
2024-06-30,EMP00059,Compliance,7.33,12290.94,Completed
2024-07-31,EMP00059,Data Literacy,16.19,26991.42,Completed
2024-11-30,EMP00059,Compliance,18.67,37079.32,Completed
2024-12-31,EMP00059,Cybersecurity,2.51,1845.78,Completed
2023-05-31,EMP00060,Cybersecurity,3.27,6424.71,Completed
2023-06-30,EMP00060,Cybersecurity,4.69,8280.3,Completed
2023-09-30,EMP00060,Technical Skills,2.86,3576.82,Completed
2023-12-31,EMP00060,Leadership,23.94,15490.07,Completed
2024-04-30,EMP00060,Leadership,3.68,5762.54,Completed
2024-05-31,EMP00060,Data Literacy,12.5,24261.3,Completed
2024-07-31,EMP00060,Communication,3.69,3720.39,Completed
2024-11-30,EMP00060,Technical Skills,21.25,14633.17,In Progress
2022-01-31,EMP00061,Technical Skills,18.89,19011.71,Completed
2022-02-28,EMP00061,Data Literacy,4.39,7033.68,Completed
2022-03-31,EMP00061,Data Literacy,2.11,3047.89,Completed
2022-06-30,EMP00061,Compliance,23.85,36474.99,Completed
2022-07-31,EMP00061,Communication,23.82,36507.45,Completed
2022-09-30,EMP00061,Compliance,14.74,23861.75,Completed
2022-10-31,EMP00061,Data Literacy,21.52,32520.39,Completed
2022-11-30,EMP00061,Technical Skills,8.48,7005.05,Dropped
2023-11-30,EMP00061,Compliance,23.57,42441.91,Completed
2024-07-31,EMP00061,Data Literacy,3.61,6427.13,Completed
2024-09-30,EMP00061,Compliance,7.94,16143.21,Completed
2024-02-29,EMP00062,Technical Skills,3.96,3216.57,In Progress
2024-05-31,EMP00062,Communication,4.48,8066.42,Completed
2024-06-30,EMP00062,Communication,3.64,6073.71,Completed
2024-07-31,EMP00062,Data Literacy,9.11,7519.05,Completed
2024-08-31,EMP00062,Leadership,7.2,6680.34,Completed
2022-02-28,EMP00063,Cybersecurity,23.91,29970.71,Completed
2022-11-30,EMP00063,Communication,23.32,42161.18,In Progress
2023-01-31,EMP00063,Leadership,22.93,39138.51,Completed
2023-05-31,EMP00063,Cybersecurity,11.71,13713.59,Completed
2023-09-30,EMP00063,Technical Skills,9.04,13766.9,Completed
2024-01-31,EMP00063,Leadership,5.69,11605.48,Completed
2024-02-29,EMP00063,Data Literacy,10.65,16504.86,Completed
2024-03-31,EMP00063,Data Literacy,18.27,35713.99,Completed
2024-05-31,EMP00063,Cybersecurity,22.15,19903.17,Completed
2024-11-30,EMP00063,Cybersecurity,15.71,31489.13,In Progress
2024-12-31,EMP00063,Cybersecurity,9.34,9131.05,Completed
2022-01-31,EMP00064,Leadership,9.19,10333.47,Completed
2022-04-30,EMP00064,Technical Skills,17.34,28252.05,Completed
2022-06-30,EMP00064,Communication,2.15,2531.79,Completed
2022-09-30,EMP00064,Cybersecurity,9.43,10746.96,Completed
2023-01-31,EMP00064,Leadership,2.94,5534.83,Completed
2023-02-28,EMP00064,Technical Skills,4.88,9778.52,In Progress
2023-03-31,EMP00064,Communication,2.74,2538.74,Completed
2023-04-30,EMP00064,Data Literacy,13.55,16434.9,Completed
2023-06-30,EMP00064,Compliance,20.61,44840.43,Completed
2023-07-31,EMP00064,Technical Skills,19.72,17286.52,Completed
2023-08-31,EMP00064,Technical Skills,15.34,30769.93,Completed
2023-10-31,EMP00064,Technical Skills,18.87,23520.33,Completed
2024-02-29,EMP00064,Leadership,10.63,15721.75,Completed
2022-01-31,EMP00065,Cybersecurity,18.02,37504.52,Completed
2022-02-28,EMP00065,Technical Skills,5.41,11514.15,In Progress
2022-04-30,EMP00065,Technical Skills,9.15,10814.46,Dropped
2022-05-31,EMP00065,Leadership,12.76,20816.29,Completed
2022-06-30,EMP00065,Compliance,14.71,31257.63,Completed
2022-10-31,EMP00065,Data Literacy,22.93,48457.67,Completed
2023-03-31,EMP00065,Data Literacy,10.68,7448.33,In Progress
2023-04-30,EMP00065,Communication,16.2,30836.32,In Progress
2023-06-30,EMP00065,Data Literacy,5.68,11831.32,In Progress
2023-07-31,EMP00065,Compliance,16.38,29088.84,Completed
2023-09-30,EMP00065,Leadership,15.93,28208.98,Completed
2023-11-30,EMP00065,Leadership,15.33,27496.4,Completed
2024-04-30,EMP00065,Data Literacy,4.28,7802.34,Completed
2024-06-30,EMP00065,Technical Skills,5.3,5611.33,Completed
2022-06-30,EMP00066,Technical Skills,3.29,2062.75,Completed
2022-08-31,EMP00066,Leadership,10.16,15689.04,Completed
2022-11-30,EMP00066,Data Literacy,4.7,4378.29,Completed
2023-02-28,EMP00066,Cybersecurity,4.38,5029.77,Completed
2023-06-30,EMP00066,Data Literacy,16.88,22195.71,Completed
2023-12-31,EMP00066,Data Literacy,2.55,1806.67,Completed
2024-01-31,EMP00066,Compliance,2.82,5071.59,Completed
2024-02-29,EMP00066,Cybersecurity,14.38,24732.08,Completed
2024-03-31,EMP00066,Data Literacy,13.04,24678.61,Completed
2024-05-31,EMP00066,Data Literacy,11.66,9239.91,Completed
2024-06-30,EMP00066,Communication,14.56,14519.04,In Progress
2022-01-31,EMP00067,Communication,23.18,41017.72,Completed
2022-03-31,EMP00067,Compliance,13.48,23993.23,Completed
2022-11-30,EMP00067,Compliance,7.05,5560.07,In Progress
2023-02-28,EMP00067,Communication,14.78,29181.47,Completed
2023-05-31,EMP00067,Leadership,11.77,9942.34,Completed
2023-11-30,EMP00067,Compliance,3.62,7956.53,Completed
2024-02-29,EMP00067,Compliance,9.07,12858.26,Completed
2024-04-30,EMP00067,Compliance,8.02,14919.74,Completed
2024-08-31,EMP00067,Leadership,11.74,14814.93,In Progress
2022-03-31,EMP00068,Cybersecurity,18.02,17358.86,Completed
2022-05-31,EMP00068,Data Literacy,3.23,4447.11,Completed
2022-08-31,EMP00068,Communication,7.77,4840.46,Completed
2022-10-31,EMP00068,Technical Skills,6.23,8786.01,Completed
2022-12-31,EMP00068,Leadership,10.72,12160.8,Completed
2023-02-28,EMP00068,Compliance,5.98,10879.17,Completed
2023-08-31,EMP00068,Leadership,5.8,9006.47,In Progress
2023-11-30,EMP00068,Data Literacy,7.53,13378.29,In Progress
2024-02-29,EMP00068,Technical Skills,4.71,7027.26,Completed
2024-05-31,EMP00068,Technical Skills,22.78,19286.96,Completed
2024-11-30,EMP00068,Leadership,7.61,13268.9,Completed
2024-12-31,EMP00068,Data Literacy,21.66,24467.97,Completed
2023-06-30,EMP00069,Technical Skills,8.13,8187.15,Completed
2023-10-31,EMP00069,Communication,23.13,32844.32,Completed
2023-12-31,EMP00069,Data Literacy,17.47,33892.09,Completed
2024-01-31,EMP00069,Leadership,20.96,45659.12,Completed
2024-02-29,EMP00069,Technical Skills,20.3,33249.69,Completed
2024-04-30,EMP00069,Data Literacy,6.62,5798.09,In Progress
2024-05-31,EMP00069,Technical Skills,4.66,8881.69,Completed
2024-07-31,EMP00069,Cybersecurity,15.13,30086.57,In Progress
2024-10-31,EMP00069,Technical Skills,16.11,11858.31,Completed
2024-12-31,EMP00069,Leadership,6.37,11701.38,Completed
2023-11-30,EMP00070,Leadership,17.49,35450.39,In Progress
2024-02-29,EMP00070,Communication,14.06,15054.35,Completed
2024-05-31,EMP00070,Data Literacy,11.43,13496.93,In Progress
2024-06-30,EMP00070,Communication,21.39,38981.15,Completed
2024-07-31,EMP00070,Leadership,18.74,40640.28,Completed
2024-10-31,EMP00070,Leadership,4.12,6908.25,In Progress
2024-12-31,EMP00070,Data Literacy,3.64,2494.97,Completed
2024-02-29,EMP00071,Communication,20.34,13680.57,Completed
2024-06-30,EMP00071,Communication,23.82,33466.1,In Progress
2024-07-31,EMP00071,Leadership,3.96,5671.8,In Progress
2024-12-31,EMP00071,Communication,3.78,7590.92,Completed
2022-01-31,EMP00072,Leadership,12.17,23067.74,Completed
2022-03-31,EMP00072,Cybersecurity,5.1,7690.69,Completed
2022-04-30,EMP00072,Compliance,8.14,11034.16,Completed
2022-07-31,EMP00072,Data Literacy,16.61,20683.61,Completed
2023-02-28,EMP00072,Compliance,3.17,6042.3,In Progress
2023-04-30,EMP00072,Leadership,13.9,15752.74,Completed
2023-05-31,EMP00072,Leadership,16.65,25976.36,In Progress
2023-06-30,EMP00072,Cybersecurity,2.42,2724.08,Completed
2023-11-30,EMP00072,Communication,18.71,32170.3,Completed
2024-01-31,EMP00072,Communication,8.22,17503.49,Completed
2024-04-30,EMP00072,Cybersecurity,15.68,33739.21,Completed
2024-05-31,EMP00072,Compliance,9.66,20288.9,In Progress
2024-07-31,EMP00072,Data Literacy,15.57,13683.23,Completed
2022-01-31,EMP00073,Technical Skills,16.57,25061.16,Completed
2022-03-31,EMP00073,Technical Skills,15.92,30654.08,Completed
2022-04-30,EMP00073,Communication,6.04,4646.14,Completed
2022-09-30,EMP00073,Communication,11.77,22025.5,Completed
2023-01-31,EMP00073,Technical Skills,11.22,21167.33,Completed
2023-03-31,EMP00073,Communication,4.52,8505.94,In Progress
2023-04-30,EMP00073,Communication,17.41,15132.73,Completed
2023-12-31,EMP00073,Leadership,16.46,36091.62,Completed
2024-03-31,EMP00073,Communication,23.72,39084.25,Completed
2024-06-30,EMP00073,Technical Skills,4.87,6341.96,Completed
2024-08-31,EMP00073,Leadership,11.19,22582.96,Completed
2022-02-28,EMP00074,Cybersecurity,13.91,14486.56,Completed
2022-03-31,EMP00074,Leadership,10.07,15019.28,Completed
2022-06-30,EMP00074,Compliance,8.61,5664.38,Dropped
2022-08-31,EMP00074,Compliance,16.24,19538.12,Completed
2022-10-31,EMP00074,Cybersecurity,9.56,15747.94,Completed
2023-02-28,EMP00074,Technical Skills,21.52,37708.74,Dropped
2023-04-30,EMP00074,Leadership,19.8,19511.26,Completed
2023-06-30,EMP00074,Compliance,19.51,24235.37,Completed
2023-08-31,EMP00074,Compliance,14.41,31497.45,Completed
2023-12-31,EMP00074,Compliance,14.67,18122.14,In Progress
2024-01-31,EMP00074,Compliance,5.01,5955.43,Completed
2024-03-31,EMP00074,Technical Skills,22.7,43278.11,Completed
2024-06-30,EMP00074,Data Literacy,20.08,41597.81,Completed
2024-12-31,EMP00074,Communication,10.81,12088.41,Completed
2024-04-30,EMP00075,Data Literacy,16.48,11091.18,Completed
2024-06-30,EMP00075,Data Literacy,17.23,13740.38,In Progress
2024-07-31,EMP00075,Technical Skills,21.99,20176.6,Completed
2022-02-28,EMP00076,Communication,3.92,4547.25,Completed
2022-09-30,EMP00076,Technical Skills,23.61,51279.85,Completed
2023-04-30,EMP00076,Technical Skills,2.14,3574.66,Completed
2023-05-31,EMP00076,Leadership,21.55,15403.5,Completed
2023-07-31,EMP00076,Communication,2.99,3317.32,Completed
2023-09-30,EMP00076,Compliance,2.37,4961.25,Completed
2023-10-31,EMP00076,Data Literacy,12.93,24408.81,Completed
2023-11-30,EMP00076,Technical Skills,16.67,11898.93,In Progress
2023-12-31,EMP00076,Technical Skills,14.57,26270.24,Completed
2024-02-29,EMP00076,Technical Skills,11.38,23091.32,Completed
2024-04-30,EMP00076,Cybersecurity,22.59,47554.83,Completed
2024-06-30,EMP00076,Leadership,5.49,8442.25,Completed
2022-04-30,EMP00077,Technical Skills,3.09,3688.03,Completed
2022-05-31,EMP00077,Technical Skills,12.18,20451.12,Completed
2022-07-31,EMP00077,Cybersecurity,11.56,12457.74,Completed
2022-08-31,EMP00077,Technical Skills,8.76,8863.69,Completed
2022-10-31,EMP00077,Compliance,21.3,21770.11,Completed
2022-11-30,EMP00077,Communication,4.82,8467.39,Completed
2023-01-31,EMP00077,Data Literacy,11.8,8235.53,Completed
2023-02-28,EMP00077,Data Literacy,9.65,10222.29,Completed
2023-03-31,EMP00077,Compliance,8.12,10495.42,Completed
2023-09-30,EMP00077,Cybersecurity,9.2,11229.69,Completed
2023-10-31,EMP00077,Technical Skills,8.53,7623.32,In Progress
2023-11-30,EMP00077,Technical Skills,6.29,8378.47,Completed
2024-01-31,EMP00077,Data Literacy,19.41,42347.23,Completed
2024-05-31,EMP00077,Data Literacy,19.47,37685.05,In Progress
2024-08-31,EMP00077,Data Literacy,23.81,22496.69,In Progress
2024-12-31,EMP00077,Leadership,22.71,19913.64,Completed
2022-01-31,EMP00078,Compliance,17.77,37694.05,Completed
2022-03-31,EMP00078,Cybersecurity,11.1,21424.34,Completed
2022-05-31,EMP00078,Compliance,11.11,17727.98,In Progress
2022-08-31,EMP00078,Compliance,15.17,28584.27,Completed
2023-02-28,EMP00078,Leadership,12.0,8150.09,In Progress
2023-04-30,EMP00078,Leadership,12.87,11277.49,Completed
2023-05-31,EMP00078,Data Literacy,12.0,10340.16,Completed
2023-06-30,EMP00078,Cybersecurity,10.42,22225.68,In Progress
2023-07-31,EMP00078,Compliance,8.48,11096.16,In Progress
2023-10-31,EMP00078,Cybersecurity,11.86,12000.02,Completed
2023-11-30,EMP00078,Data Literacy,18.3,23105.28,Completed
2023-12-31,EMP00078,Leadership,21.49,24903.98,Completed
2024-02-29,EMP00078,Communication,6.8,5729.79,Completed
2024-04-30,EMP00078,Communication,3.67,6096.58,Completed
2024-05-31,EMP00078,Technical Skills,17.92,17146.87,Completed
2024-08-31,EMP00078,Cybersecurity,22.06,17212.19,Completed
2024-09-30,EMP00078,Data Literacy,4.41,4951.31,Completed
2022-02-28,EMP00079,Cybersecurity,5.97,9413.64,Completed
2022-03-31,EMP00079,Compliance,5.59,5616.26,Completed
2022-06-30,EMP00079,Technical Skills,13.3,12218.18,Completed
2022-09-30,EMP00079,Leadership,2.08,3350.66,Completed
2022-11-30,EMP00079,Communication,20.53,32550.54,Completed
2023-02-28,EMP00079,Communication,10.97,19693.06,Completed
2023-03-31,EMP00079,Data Literacy,8.7,16035.44,Completed
2023-05-31,EMP00079,Cybersecurity,13.89,19626.05,Dropped
2023-06-30,EMP00079,Cybersecurity,22.7,14338.59,In Progress
2023-07-31,EMP00079,Cybersecurity,17.91,34402.15,Completed
2023-08-31,EMP00079,Leadership,15.67,21112.85,Completed
2024-01-31,EMP00079,Technical Skills,8.78,12393.56,Completed
2024-02-29,EMP00079,Communication,15.82,9720.63,Completed
2024-04-30,EMP00079,Communication,14.63,18055.93,Completed
2024-05-31,EMP00079,Cybersecurity,12.96,19370.53,Completed
2024-09-30,EMP00079,Data Literacy,5.67,9208.17,Completed
2022-02-28,EMP00080,Compliance,16.67,24427.74,Completed
2022-03-31,EMP00080,Technical Skills,22.36,29410.67,Completed
2022-06-30,EMP00080,Data Literacy,6.21,8080.7,Completed
2022-10-31,EMP00080,Compliance,4.89,7591.67,Completed
2023-03-31,EMP00080,Technical Skills,22.5,36810.59,Completed
2023-05-31,EMP00080,Data Literacy,6.9,8965.29,Completed
2023-06-30,EMP00080,Cybersecurity,9.65,7359.13,Completed
2023-07-31,EMP00080,Technical Skills,22.82,47667.08,Completed
2023-08-31,EMP00080,Communication,12.88,16498.74,Completed
2023-10-31,EMP00080,Compliance,4.23,3320.76,Completed
2023-11-30,EMP00080,Compliance,22.16,32055.52,Completed
2023-12-31,EMP00080,Compliance,16.05,18788.05,Completed
2024-05-31,EMP00080,Leadership,21.22,15062.73,Completed
2024-11-30,EMP00080,Communication,17.08,15385.43,Completed
2022-07-31,EMP00081,Cybersecurity,8.49,8855.89,In Progress
2023-04-30,EMP00081,Communication,23.6,18117.67,Completed
2023-08-31,EMP00081,Data Literacy,16.45,32675.39,In Progress
2023-10-31,EMP00081,Compliance,3.97,7648.18,Completed
2023-12-31,EMP00081,Technical Skills,19.32,14059.4,Completed
2024-01-31,EMP00081,Cybersecurity,21.06,24414.83,Completed
2024-03-31,EMP00081,Technical Skills,8.59,14975.92,Completed
2024-05-31,EMP00081,Communication,3.74,6374.2,Completed
2024-06-30,EMP00081,Compliance,13.98,30206.37,Dropped
2024-07-31,EMP00081,Cybersecurity,7.42,12176.65,In Progress
2024-08-31,EMP00081,Compliance,19.38,15215.32,Completed
2024-10-31,EMP00081,Technical Skills,13.98,17823.36,Completed
2024-11-30,EMP00081,Technical Skills,13.47,16222.43,Completed
2022-03-31,EMP00082,Compliance,5.14,6535.6,Completed
2022-04-30,EMP00082,Leadership,13.64,20820.35,Completed
2022-06-30,EMP00082,Technical Skills,5.81,8474.06,In Progress
2022-09-30,EMP00082,Compliance,21.54,13657.15,Dropped
2022-11-30,EMP00082,Compliance,22.84,35288.63,Completed
2022-12-31,EMP00082,Technical Skills,6.72,7085.19,Completed
2023-03-31,EMP00082,Technical Skills,9.67,17986.58,Dropped
